Times,MAIN_PNL_PX.1,MAIN_PNL_MX.1,MAIN_PNL_PY.1,MAIN_PNL_MY.1,MAIN_PNL_PZ.1,MAIN_PNL_MZ.1,MAIN_PNL_MY.20001
23000.,19.44879,19.30847,40.11586,21.03918,40.42337,-17.46046,-35.11965
23010.,19.44903,19.30871,40.11605,21.03942,40.42356,-17.46025,-35.11945
23020.,19.44927,19.30895,40.11625,21.03967,40.42376,-17.46004,-35.11925
23030.,19.44952,19.3092,40.11644,21.03991,40.42395,-17.45984,-35.11905
23040.,19.44976,19.30944,40.11663,21.04015,40.42414,-17.45963,-35.11886
23050.,19.45,19.30968,40.11682,21.0404,40.42433,-17.45942,-35.11866
23060.,19.45024,19.30992,40.11702,21.04064,40.42453,-17.45921,-35.11846
23070.,19.45048,19.31017,40.11721,21.04088,40.42472,-17.459,-35.11827
23080.,19.45072,19.31041,40.1174,21.04113,40.42491,-17.45879,-35.11807
23090.,19.45096,19.31065,40.11759,21.04137,40.4251,-17.45859,-35.11787
23100.,19.4512,19.31089,40.11778,21.04161,40.42529,-17.45838,-35.11768
23110.,19.45144,19.31113,40.11797,21.04185,40.42548,-17.45817,-35.11748
23120.,19.45168,19.31137,40.11816,21.04209,40.42567,-17.45797,-35.11729
23130.,19.45192,19.31161,40.11835,21.04233,40.42586,-17.45776,-35.11709
23140.,19.45216,19.31185,40.11855,21.04257,40.42605,-17.45755,-35.1169
23150.,19.4524,19.31209,40.11873,21.04281,40.42624,-17.45735,-35.1167
23160.,19.45264,19.31232,40.11892,21.04305,40.42643,-17.45714,-35.11651
23170.,19.45288,19.31256,40.11911,21.04329,40.42662,-17.45694,-35.11631
23180.,19.45311,19.3128,40.1193,21.04353,40.42681,-17.45673,-35.11612
23190.,19.45335,19.31304,40.11949,21.04377,40.427,-17.45653,-35.11593
23200.,19.45359,19.31328,40.11968,21.04401,40.42719,-17.45632,-35.11573
23210.,19.45382,19.31351,40.11987,21.04425,40.42737,-17.45612,-35.11554
